1.818190068006515503e-01,0.000000000000000000e+00,4.820000007748603821e-02,-9.878000020980834961e-01,1.482000052928924561e-01,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00
2.045460045337677002e-01,3.936500102281570435e-02,4.820000007748603821e-02,-9.878000020980834961e-01,1.482000052928924561e-01,6.095430254936218262e-01,-2.903848886489868164e+00,4.428539872169494629e-01
1.590919941663742065e-01,3.936500102281570435e-02,4.820000007748603821e-02,-9.878000020980834961e-01,1.482000052928924561e-01,-2.328200042247772217e-01,-2.903848886489868164e+00,7.165579795837402344e-01
2.727279961109161377e-01,1.574610024690628052e-01,7.229999899864196777e-01,-5.544999837875366211e-01,4.120999872684478760e-01,2.170821905136108398e+00,-1.341658949851989746e+00,1.577175974845886230e+00
2.954550087451934814e-01,1.180960014462471008e-01,7.229999899864196777e-01,-5.544999837875366211e-01,4.120999872684478760e-01,1.828639984130859375e+00,-1.972556948661804199e+00,1.328569054603576660e+00
3.181819915771484375e-01,1.574610024690628052e-01,7.229999899864196777e-01,-5.544999837875366211e-01,4.120999872684478760e-01,2.438188076019287109e+00,-1.506901979446411133e+00,8.857129812240600586e-01
9.090909957885742188e-01,0.000000000000000000e+00,-1.261000037193298340e-01,-9.878000020980834961e-01,9.160000085830688477e-02,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00
9.318180084228515625e-01,3.936500102281570435e-02,-1.261000037193298340e-01,-9.878000020980834961e-01,9.160000085830688477e-02,-2.328200042247772217e-01,-2.903848886489868164e+00,7.165579795837402344e-01
8.863639831542968750e-01,3.936500102281570435e-02,-1.261000037193298340e-01,-9.878000020980834961e-01,9.160000085830688477e-02,-7.534409761428833008e-01,-2.903846979141235352e+00,0.000000000000000000e+00
7.272729873657226562e-01,0.000000000000000000e+00,-1.261000037193298340e-01,-9.878000020980834961e-01,-9.160000085830688477e-02,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,3.936500102281570435e-02,-1.261000037193298340e-01,-9.878000020980834961e-01,-9.160000085830688477e-02,-7.534409761428833008e-01,-2.903846979141235352e+00,0.000000000000000000e+00
7.045459747314453125e-01,3.936500102281570435e-02,-1.261000037193298340e-01,-9.878000020980834961e-01,-9.160000085830688477e-02,-2.328200042247772217e-01,-2.903848886489868164e+00,-7.165579795837402344e-01
5.454549789428710938e-01,0.000000000000000000e+00,4.820000007748603821e-02,-9.878000020980834961e-01,-1.482000052928924561e-01,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00
5.681819915771484375e-01,3.936500102281570435e-02,4.820000007748603821e-02,-9.878000020980834961e-01,-1.482000052928924561e-01,-2.328200042247772217e-01,-2.903848886489868164e+00,-7.165579795837402344e-01
5.227280259132385254e-01,3.936500102281570435e-02,4.820000007748603821e-02,-9.878000020980834961e-01,-1.482000052928924561e-01,6.095430254936218262e-01,-2.903848886489868164e+00,-4.428539872169494629e-01
